Era	Name	Notes (Join the Discord if we missed anything)	Length	Release Date	Type	Streaming	Link(s)
Cruel Summer	Sin City [V1] (with Travis Scott, John Legend, Teyana Taylor, CyHi & Malik Yusef) (prod. Travis Scott & Tommy Brown)	Track 8 from the 2012 G.O.O.D. Music compilation album Cruel Summer. Mixed by Anthony Kilhoffer. Mastered by Anthony Kilhoffer and Noah Goldstein. Engineered by Noah Goldstein and Jim Caruana. Samples the songs "Mary Jane" by Rick James and "Coldest Winter" by Kanye West.	4:28	Sep 18, 2012	Album Track	Yes	https://open.spotify.com/track/3BkPFyejx6Qf4otNHMvxap?si=e706373004a04e60
Cruel Summer	Sin City [V2] (with Travis Scott, John Legend, Teyana Taylor, CyHi & Malik Yusef) (prod. Travis Scott & Tommy Brown)	CD version of "Sin City". Has a soundclip of a girl giggling on the "all of those drunken nights" line, a talkbox during Teyana Taylor and John Legend's part and is mastered differently.	4:28	Sep 18, 2012	Album Track	No	https://pillows.su/f/241326b5715fa3bd3e7815ff5c1b9bb4
Cruel Summer	The One [V1] (with Kanye West, Big Sean, 2 Chainz, Marsha Ambrosius & James Fauntleroy) (prod. The Twilite Tone, Anthony Kilhoffer & Mannie Fresh)	Track 9 from the 2012 G.O.O.D. Music compilation album Cruel Summer. Mixed by Anthony Kilhoffer. Mastered by Anthony Kilhoffer and Noah Goldstein. Engineered by Noah Goldstein, Anthony Kilhoffer, Rob Kinelski, Anna Ugarte, Montez Roberts, Richard Parry, and Rob Suchecki. Samples the songs "Niggas In Paris" by JAY-Z & Kanye West, "Public Enemy No. 1" by Public Enemy, and "Double Barrel" by Dave & Ansel Collins. Interpolates the song "Niggas In Paris" by JAY-Z & Kanye West.	5:44	Sep 18, 2012	Album Track	Yes	https://open.spotify.com/track/6uG4BxL4qqSIOXfEiGdpBf?si=3eff4f4008184b24
Cruel Summer	The One [V2] (with Kanye West, Big Sean, 2 Chainz, Marsha Ambrosius & James Fauntleroy) (prod. The Twilite Tone, Anthony Kilhoffer & Mannie Fresh)	CD version of "The One". Has a different mix.	5:44	Sep 18, 2012	Album Track	No	https://pillows.su/f/f1e6c9e15e16e1ca4dedd328dc7f77c9
Cruel Summer	Creepers (with Kid Cudi) (prod. Dan Black)	Track 10 from the 2012 G.O.O.D. Music compilation album Cruel Summer. Mixed by Noah Goldstein. Mastered by Anthony Kilhoffer and Noah Goldstein. Engineered by Anthony Kilhoffer and Bill Sullivan. Samples the song "Mary Jane" by Rick James.	3:14	Sep 18, 2012	Album Track	Yes	https://open.spotify.com/track/6vO5OZ18h33ZO40S9plFDx?si=213d5abd1e8c491a
Cruel Summer	Bliss [V1] (with John Legend & Teyana Taylor) (prod. Hudson Mohawke & MIKE DEAN)	Track 11 from the 2012 G.O.O.D. Music compilation album Cruel Summer. Mixed by Anthony Kilhoffer. Mastered by Anthony Kilhoffer and Noah Goldstein. Engineered by Noah Goldstein, Anthony Kilhoffer, Jim Caruana, and Richard Parry. Samples the song "Ice Viper" by Hudson Mohawke.	3:30	Sep 18, 2012	Album Track	Yes	https://open.spotify.com/track/5wDk4aZoWHvO8HAhOkxzZe?si=d96257be0a624747
Cruel Summer	Bliss [V2] (with John Legend & Teyana Taylor) (prod. Hudson Mohawke & MIKE DEAN)	CD version of "Bliss". Has a different mix on Johns Legend's vocals, and has more of his vocals starting at 2:49	3:30	Sep 18, 2012	Album Track	No	https://pillows.su/f/4e69d0b12094440af070f553e1dd7be7
9 Album Track(s) 4 Single(s) 13 Feature(s) 7 Production 8 Other	Yeezus (Thank God For Drugs, Nigger Cock)	(08/12/2011) (Watch The Throne (Deluxe) officially releases) (06/29/2012) (No I.D. says he's working on Kanye's latest solo album) (06/18/2013) (Yeezus officially releases)			Yeezus marked a complete reverse from the bombastic production that Kanye accomplished on My Beautiful Dark Twisted Fantasy. He swapped lush soul and anthemic hooks for splintering electro, acid house, and industrial force while packaging some of his most lewd and heart-crushing tales. Initially envisioned as Thank God For Drugs, a much larger project, Kanye would play the album for Rick Rubin, he later recalled listening to roughly 3-hours of unfinished material that seemed to need months worth of work - despite the release date being a month away. Kanye enlisted Rubin to refine and complete the project, finishing a majority of the songs just two days before release.		
Yeezus	Beyoncé - Party (Remix) (feat. J. Cole, André 3000, Kanye West & Consequence) (prod. Beyoncé Knowles, Jeff Bhasker & Kanye West)	Remix of the song "Party" by Beyoncé. Released as a single on October 24th, 2011. Features tenor saxophone from Drew Sayers, Nick Videen, and Morgan Price. Features baritone saxophone from Drew Sayers and Morgan Price. Features horns from The Superpower Horns. Features alto saxophone from Nick Videen. Features trombone from Alex Asher. Features trumpet from Cole Kamen-Green and Josiah Woodson. Written by Beyoncé Knowles, Jeff Bhasker, Dexter R. Mills, Douglas Davis, and Ricky Walters. Mixed by Serban Ghenea, Phil Seaford, and John Hanes. Mastered by Tom Coyne. Engineered by Jordan "DJ Swivel" Young, Andrew Dawson, Phil Seaford, Christian Mochizuki, Edwin Delahoz, and Gaylord Holomalia. Samples the songs "Right and a Wrong Way" by Keith Sweat and "La Di Da Di" by Doug E. Fresh & The Get Fresh Crew.	3:39	Oct 24, 2011	Feature	Yes	https://open.spotify.com/track/7GjNPaxtLRJxPy1U6bLYrK?si=772b2cda8dee4cf8
Yeezus	Pusha T - Amen (feat. Kanye West & Jeezy) (prod. Shawty Redd)	Track 2 from Pusha T's 2011 album Fear of God II: Let Us Pray. Also released as a single the same year. Mixed by Fabian Marasciullo. Engineered by Elizabeth Gallardo.	4:47	Nov 8, 2011	Feature	Yes	https://open.spotify.com/track/2Nvd0FGhsioPnoIb229QOL&si=8284120e22554a62
Yeezus	Nick Cannon - Big Spender (feat. Kanye West)	Track 11 from Nick Cannon's 2011 mixtape Child of the Corn.	4:25	Dec 8, 2011	Feature	No	https://www.youtube.com/watch?v=b31FEtScZSw
Yeezus	The WRLDFMS Tony Williams - Another You (feat. Kanye West) (prod. BINK!)	Track 6 from The WRLDFMS Tony Williams' 2012 album King or the Fool.	4:19	Feb 14, 2012	Feature	Yes	https://open.spotify.com/track/3KWMglND1YpzZZNLTGatnG?si=2471873faeb14064
Yeezus	The WRLDFMS Tony Williams - Wake Up Girl (prod. Kanye West)	Track 10 from The WRLDFMS Tony Williams' 2012 album King or the Fool.	3:40	Feb 14, 2012	Production	Yes	https://open.spotify.com/track/0P0GNfAnO1sPXiYa3gbNlp?si=540f594307a74ed3
Yeezus	The WRLDFMS Tony Williams - Dreamin' of Your Love 2012 (feat. The Kid Daytona) (prod. Kanye West)	Track 17 from The WRLDFMS Tony Williams' 2012 album King or the Fool.	3:36	Feb 14, 2012	Production	Yes	https://open.spotify.com/track/5132XbKDftv1P2aPFtYofX?si=50e3ba1240154e74
Yeezus	Cassie - King Of Hearts (Kanye West Remix) (prod. Kanye West)	OG Filename: KING OF HEARTS MD MIX 2 mix 4 no strings Remix to Cassie's "King of Hearts", which was put up for download online by Cassie for free - and included the OG filename. (Linked file is from a bootleg mixtape website not the OG upload).	4:30	Apr 2, 2012	Production	No	https://pillows.su/f/dfa8bf5de9a509194de15a86ab32874b
Yeezus	Fat Joe - Pride N Joy (feat. Kanye West, Jadakiss, Roscoe Dash, Busta Rhymes, Mos Def, DJ Khaled & Miguel) (prod. Bink!)	Released as a single on May 23rd, 2012. 	3:04	May 23, 2012	Feature	Yes	https://open.spotify.com/track/7DgZtZZirPsHfHkVYkAOWk?si=2702f0379f5348a0
Yeezus	Starshell - SuperLuva (Remix) (feat. Kanye West & Big Sean) (prod. Kanye West & Fernando Garibay)	From Starshell's shelved debut album Liberation, released on her Soundcloud after being leaked in May of 2012. Has added production done by Kanye himself. Big Sean's verse reuses lyrics from his 2011 song "Dance (A$$)". Two other versions were released on her Soundcloud featuring more vocals from the original version and a Spanish bridge, but do not feature any new lyrics from Kanye. 	3:01	Jun 9, 2012	Feature	No	https://soundcloud.com/starshell/superluva-good-music-remix
Yeezus	DJ Khaled - I Wish You Would (feat. Kanye West & Rick Ross) (prod. Hit-Boy & Marz)	Released as a single on July 3rd, 2012. Also track 3 from DJ Khaled's 2012 album Kiss the Ring. Features instruments from Anthony Kilhoffer. Mixed by Ben Diehl, Lu Diaz, Manny Marroquin, Chris Galland, and Del Bowers. Mastered by Chris Athens. Engineered by Ben Diehl, Chris Galland, Del Bowers, Anthony Kilhoffer, John Rivers, and Noah Goldstein. Interpolates dialogue from the movie A Nightmare on Elm Street.	3:57	Jul 3, 2012	Feature	Yes	https://open.spotify.com/track/0n0HybfiBU3YDQNVtWugtm?si=dbfb3b0f1f214e81
Yeezus	2 Chainz - Birthday Song (feat. Kanye West & Jessica Celious) (prod. Kanye West, Sonny Digital, B Wheezy, Anthony Kilhoffer, Lifted & MIKE DEAN)	Released as a single on July 23rd, 2012. Also track 5 from 2 Chainz's 2012 album Based on a T.R.U. Story. Written by Tauheed Epps, Kanye West, Sonny Digital, and B Wheezy. Mixed by Finis "KY" White, Kurt "KurtCurt" Lindsay, Anthony Kilhoffer, and Kyle Ross. Mastered by Glenn Schick. Engineered by Jack "SUTHERNFOLK" Brown, Finis "KY" White, and Noah Goldstein. Samples the song "Tuloy pa din ako" by Side A. Interpolates the song "POWER (Remix)" by Kanye West.	5:06	Jul 23, 2012	Feature	Yes	https://open.spotify.com/track/5qkWTBmDmZjogwIvbKtJQv?si=f7820a713aaf40e1
Yeezus	Pusha T - Pain (feat. Future & Shawn "Pecas" Costner) (prod. Kanye West, Noah Goldstein, No I.D. & Che Pope)	Released as a single on October 9th, 2012. Also track 11 from Pusha T's 2013 album My Name Is My Name. Features instruments from Jeff Bhasker. Written by Pusha T, Kanye West, Anand Bakshi, Laxmikant Pyarelal, and Future. Mixed by Noah Goldstein. Mastered by Vlado Meller. Engineered by Noah Goldstein, Anthony Kilhoffer, and Keith Parry. Samples the songs "Bôdas De Sangue" by Marcos Valle and "My Name Is Anthony Gonsalves" by Kishore Kumar. Interpolates the song "Hot Sex" by A Tribe Called Quest.	4:10	Oct 9, 2012	Production	Yes	https://open.spotify.com/track/5oXO6utw8aNtgWgIX1iyS4?si=d69f7b7988c74860
Yeezus	White Dress (prod. Kanye West & RZA)	Released as a single on October 12th, 2012. Also track 3 from the soundtrack for the 2012 movie The Man With the Iron Fists. Samples the songs "I Could Never Be Happy" by The Emotions, "All The Way Gone" by The Game, and "Escape (The Pina Colada Song)" by Rupert Holmes. Interpolates the song "Señorita" by ​southernwade.	3:35	Oct 12, 2012	Single	Yes	https://open.spotify.com/track/1gTANFZlqRitzVx7YSenzA?si=238efb24922b49f2
Yeezus	White Dress [Alternate Version] (feat. ???) (prod. Kanye West & RZA)	Alternate version uploaded to soundcloud a few days after RZA's film was released.	3:57		Other	No	https://soundcloud.com/brigand-ca/Kanye-west-white-dress
Yeezus	Kenny West - Trend Starters (feat. Nicki Minaj, ?uestlove, Bruno Mars & will.i.am)	Premiered during The Cleveland Show Season 4, Episode 2 titled "Menace II Secret Society".	1:10	Nov 4, 2012	Other	No	https://youtu.be/nmbVno1WgB8?si=9Qqz4O2NFa4MTa34
Yeezus	Kenny West - Ta-ra-ra Ay! (feat. Kevin Michael Richardson)	Premiered during The Cleveland Show Season 4, Episode 2 titled "Menace II Secret Society".	1:23	Nov 4, 2012	Other	No	https://www.youtube.com/watch?v=72v5KO5ZnZk&ab_channel=DRAXTER%2B
Yeezus	Rihanna - Diamonds Remix (feat. Kanye West) (prod. Stargate & benny blanco)	Remix of the song "Diamonds" by Rihanna. Released as a single on November 16th, 2012. Features instruments from benny blanco, Mikkel S. Eriksen, and Tor Erik Hermansen. Mixed by Phil Tan. Engineered by Kuk Harrell, Marcos Tovar, Mikkel S. Eriksen, Miles Walker, Andrew "Muffman" Luftman, Blake Mares, Robert Cohen, and Daniela Rivera. Samples the song "Fresh Prince of Bel-Air" by DJ Jazzy Jeff & The Fresh Prince.	4:48	Nov 16, 2012	Feature	Yes	https://open.spotify.com/track/2DCCA7AwEslJ7jEaEX4Frf?si=df1c9b37164049dc
Yeezus	Rihanna - Numb (feat. Eminem & Sam Dew) (prod. Pop & Oak & Flippa)	Track 3 from Rihanna's 2012 album Unapologetic. Written by @PopWansel, @Flippa123, Sam Dew, Kanye West, Aldrin Davis, and Connie Mitchell. Mixed by Manny Marroquin. Engineered by Kuk Harrell, Marcos Tovar, Blake Mares, Robert Cohen, Xavier Stephenson, Aamir Yaqub, and Liam Nolan. Samples the song "Can't Tell Me Nothing" by Kanye West.	3:25	Nov 19, 2012	Other	Yes	https://open.spotify.com/track/5EW2czprA3Pf7ctNFkoOdZ?si=08f355fab665433f
Yeezus	The Game - Rollin' (feat. Kanye West, Trae tha Truth, Z-Ro, Paul Wall & Slim Thug) (prod. Cool N Dre & Kanye West)	Originally intended for his album Jesus Piece, but missed the cut. Later released as track 2 on the deluxe edition of The Game & DJ Skee's mixtape OKE: Operation Kill Everything, exclusively on the YouTube version. Released as a single on December 2nd, 2012.	4:45	Dec 2, 2012	Feature	No	https://www.youtube.com/watch?v=TWpRGu0J1F4&ab_channel=Maekiee
Yeezus	The Game - Jesus Piece (feat. Kanye West & Common) (prod. The Maven Boys & Stephen "Koz" Kozmeniuk)	Track 3 from The Game's 2012 album Jesus Piece. Features piano from Lincoln Cleary. Mixed by Steve Baughman. Mastered by Brian "Big Bass" Gardner. Engineered by Malachi Mott, Anna Ugarte, and Rob Kinelski. Interpolates the song "Crack Music" by Kanye West.	3:53	Dec 11, 2012	Feature	Yes	https://open.spotify.com/track/1yIhFZoPNT8LcIz7n1MVHn?si=791027c6ad6c4e5c
Yeezus	Pusha T - Millions (feat. Rick Ross) (prod. Southside & Kanye West)	Track 2 from Pusha T's 2013 mixtape Wrath of Caine.	5:07	Jan 28, 2013	Production	Yes	https://open.spotify.com/track/7clUOYJb0WsAgFQEgDxSIT?si=860a16c21b9243e8
Yeezus	The WRLDFMS Tony Williams - Another You (Remix) (feat. Kanye West, Freddie Gibbs, King Chip) (prod. Bink!)	Remix of the track from his album King or the Fool.	5:30	Mar 25, 2013	Feature		https://www.youtube.com/watch?v=rcV3HBYlKOY
Yeezus	Lil Wayne - I Am Not A Human Being II [Album] (exec. prod. Dwayne "The President" Carter, Ronald "Slim tha Don" Williams, Bryan "Baby Birdman" Williams, Cortez Bryant, G. Roberson & Mack Maine)	Lil Wayne's 2013 album I Am Not A Human Being II. Executive produced by Dwayne "The President" Carter, Ronald "Slim tha Don" Williams, Bryan "Baby Birdman" Williams, Cortez Bryant, G. Roberson, and Mack Maine. Contains 15 tracks. Design by Joe Perez. Art direction by Kanye West, Virgil Abloh, Justin Sanders, and Joe Perez.	65:32	Mar 26, 2013	Other	Yes	https://open.spotify.com/album/1CROuTlI3r1e4i9z8u0JOE?si=fEk3fWcZQ9y25n99JjTjVw
Yeezus	Pusha T - Numbers On The Boards (prod. Kanye West, Don Cannon & 88-Keys)	Released as a single on April 11th, 2013. Also track 2 from Pusha T's 2013 album My Name Is My Name. Written by Pusha T, Kanye West, Don Cannon, 88-Keys, Anthony King, Bunny Sigler, DJ Premier, John Matthews, and JAY-Z. Mixed by Noah Goldstein. Mastered by Vlado Meller. Engineered by Don Cannon and Anthony Kilhoffer. Samples the songs "Shake Your Booty" by Bunny Sigler, "Pots 'N' Pans" by Anthony King & John Matthews, and "Intro: A Million and One Questions / Rhyme No More" by JAY-Z. Interpolates the song "Ignorant Shit" by JAY-Z.	2:43	Apr 11, 2013	Production	Yes	https://open.spotify.com/track/4XkXgUNDVBMj3oJoE8yspZ?si=de605152dafd4249
Yeezus	Travis Scott - Upper Echelon (feat. T.I. & 2 Chainz) (prod. JGramm Beats, Travis Scott, Anthony Kilhoffer, MIKE DEAN & Kanye West)	Released as a single on April 19th, 2013. Also track 3 from Travis Scott's 2013 mixtape Owl Pharaoh, albeit without 2 Chainz.	4:03	Apr 19, 2013	Production	Yes	https://open.spotify.com/track/1x6Zk7hoTIlSOFnZnyxjZD?si=f80c0e67fa5b4895
Yeezus	Chance the Rapper - Good Ass Intro (feat. BJ The Chicago Kid, Lili Kid, Peter Cottontale & Kiara Lanier) (prod. Chance the Rapper, Peter Cottontale, Cam O'bi & Stefan Ponce)	Track 1 from Chance the Rapper's 2013 mixtape Acid Rap. Written by Chancelor Bennett, Bryan J. Sledge, Lilliana Kryzanek, Kiara Lanier, Peter Wilkins, Will Miller, J.P. Floyd, Cameron Osteen, Stefan Ponce, Lonnie Lynn, Kanye West, John Stephens & Dewayne Julius Rogers Sr. Interpolates the song "Intro (I'm Good)" by Kanye West.	3:59	Apr 30, 2013	Other	Yes	https://open.spotify.com/track/23Ij3xEFmYkRl00dDJCVMP?si=201aff16873a45b1
Yeezus	French Montana - Once In A While (feat. Max B) (prod. Reefa & Rick Steel)	Track 1 from French Montana's 2013 album Excuse My French. Written by Karim Kharbouch, Charly Wingate, Dwayne Carter, Sharif Slater, Fenrick Gibbs, Dominick Lamb, Felix Pappalardi, John Ellis Ventura, Kanye West, Leslie Weinstein, Norman Landsberg, and Skip Prokop. Mixed by Steve "Rock Star" Dickey. Mastered by Tony Dawsey and Tim Boyce. Engineered by Tim Boyce and Steve "Rock Star" Dickey. Samples the song "I'd Be So Happy" by Three Dog Night. Interpolates the songs "Murder Was The Case (Death After Visualizing Eternity)" by Snoop Dogg, "Barry Bonds" by Kanye West, and "Your Life's on the Line" by 50 Cent.	4:47	May 21, 2013	Other	Yes	https://open.spotify.com/track/4WOuW0lareDJZO7Ys6ZkpV?si=55a488af165f48ab
Yeezus	The Madd Rapper - Can't Stop My Love (feat. Kanye West)	Track 2 from The Madd Rapper's 2013 mixtape Appreciate the Hate: Vol. 2.	2:12	Jun 18, 2013	Feature	No	https://www.youtube.com/watch?v=jFidyEzI9rU
Yeezus	On Sight (prod. Kanye West, Noah Goldstein, Daft Punk, MIKE DEAN, Benji B & Ken Lewis) (On Site)	Track 1 from Kanye West's 2013 album Yeezus. Features drums from Dylan Wissing. Features percussion from Matt Teitelman. Mixed by Dave "Squirrel" Covell, Eric Lynn, Josh Smith, and Sean Oakley. Mastered by Vlado Meller and Mark Santangelo. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, MIKE DEAN, Andrew Dawson, Anthony Kilhoffer, Marc Portheau, Dave "Squirrel" Covell, David Rowland, Eric Lynn, Josh Smith, Kenta Yonesaka, and Sean Oakley. Samples the song "He'll Give Us What We Really Need" by Holy Name of Mary Choral Family. Interpolates the song "Stronger" by Kanye West.	2:36	Jun 18, 2013	Album Track	Yes	https://open.spotify.com/track/1gqkRc9WtOpnGIqxf2Hvzr?si=9e8d705b66a64f80
Yeezus	Black Skinhead [V1] (prod. Kanye West, Noah Goldstein, Daft Punk, MIKE DEAN, Brodinski, Gesaffelstein, Jack Donoghue & Lupe Fiasco)	Track 2 from Kanye West's 2013 album Yeezus. Also released as a single the same year. Mixed by Manny Marroquin, Chris Galland, and Delbert Bowers. Mastered by Vlado Meller, Mark Santangelo, and Chris Gehringer. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, MIKE DEAN, Anthony Kilhoffer, Marc Portheau, Dave "Squirrel" Covell, David Rowland, Eric Lynn, Josh Smith, Kenta Yonesaka, Sean Oakley, Kevin Matela, Chris Galland, and Delbert Bowers.	3:08	Jun 18, 2013	Single	Yes	https://open.spotify.com/track/722tgOgdIbNe3BEyLnejw4?si=5a82496724dd4c41
Yeezus	Black Skinhead [V2] (prod. Kanye West, Noah Goldstein, Daft Punk, MIKE DEAN, Brodinski, Gesaffelstein, Jack Donoghue & Lupe Fiasco)	Apple Music version of "Black Skinhead" which features more distorted vocals on the opening line of the song.	3:08	Jun 19, 2013	Album Track	Yes	https://music.apple.com/lr/song/black-skinhead/1440873230
Yeezus	I Am A God (feat. God & Bon Iver) (prod. Kanye West, Noah Goldstein, Daft Punk, MIKE DEAN, Hudson Mohawke, Travis Scott & Che Pope)	Track 3 from Kanye West's 2013 album Yeezus. Mixed by Manny Marroquin, Chris Galland, and Delbert Bowers. Mastered by Vlado Meller and Mark Santangelo. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, MIKE DEAN, Anthony Kilhoffer, Marc Portheau, David Rowland, Kenta Yonesaka, Chris Galland, and Delbert Bowers. Samples the songs "Forward Inna Dem Clothes" by Capleton and "Are Zindagi Hai Khel" by R.D. Burman.	3:51	Jun 18, 2013	Album Track	Yes	https://open.spotify.com/track/0HMCdlOPJkAGlB0MlSWIcO?si=a1d8e09dbc334866
Yeezus	New Slaves (feat. Frank Ocean) (prod. Kanye West, Noah Goldstein, MIKE DEAN, Hudson Mohawke, Travis Scott, Che Pope, Sham Joseph, Arca & Teachers)	Track 4 from Kanye West's 2013 album Yeezus. Features a performance by Ken Lewis. Mixed by Anthony Kilhoffer, Dave "Squirrel" Covell, Eric Lynn, Josh Smith, and Sean Oakley. Mastered by Vlado Meller and Mark Santangelo. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, MIKE DEAN, Anthony Kilhoffer, Marc Portheau, Ken Lewis, Dave "Squirrel" Covell, Dave Rowland, Eric Lynn, Josh Smith, Kenta Yonesaka, Sean Oakley, and Kevin Matela. Samples the songs "HBA War" by Dutch E Germ, "POWER (Remix)" by Kanye West and "Gyöngyhajú lány" by Omega.	4:16	Jun 18, 2013	Album Track	Yes	https://open.spotify.com/track/4cAgkb0ifwn0FSHGXnr4F6?si=036ffee9235f45a8
Yeezus	Hold My Liquor (feat. Bon Iver & Chief Keef) (prod. Kanye West, Noah Goldstein, MIKE DEAN & Arca)	Track 5 from Kanye West's 2013 album Yeezus. Features guitar from MIKE DEAN. Mixed by Manny Marroquin, Chris Galland, and Delbert Bowers. Mastered by Vlado Meller and Mark Santangelo. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, MIKE DEAN, Anthony Kilhoffer, Marc Portheau, Dave "Squirrel" Covell, David Rowland, Eric Lynn, Josh Smith, Kenta Yonesaka, Sean Oakley, Chris Galland, and Delbert Bowers. Samples the song "Feminine" by Arca.	5:27	Jun 18, 2013	Album Track	Yes	https://open.spotify.com/track/5nIu0VwPOsjkF61zfevLKh?si=890fd74bc16a4132
Yeezus	I'm In It (feat. Bon Iver & Assassin) (prod. Kanye West, Noah Goldstein, MIKE DEAN, Arca, Dom $olo & Evian Christ) (Talk To Me, Where Are We)	Track 6 from Kanye West's 2013 album Yeezus. Features performances by Ken Lewis and Tammy Infusino. Mixed by Noah Goldstein, Dave "Squirrel" Covell, Eric Lynn, Josh Smith, and Sean Oakley. Mastered by Vlado Meller and Mark Santangelo. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, Anthony Kilhoffer, Marc Portheau, Dave "Squirrel" Covell, Eric Lynn, Josh Smith, Sean Oakley, Dale, and Mat Arnold. Samples the songs "Lately" by Kenny Lattimore and "Two Or Three Fireflies" by Steve Peters & Steve Roden.	3:54	Jun 18, 2013	Album Track	Yes	https://open.spotify.com/track/52NmkyHsGsHGb1UX8fTkMg?si=557884b8da804ffa
Yeezus	Blood On The Leaves (prod. Kanye West, Noah Goldstein, MIKE DEAN, Hudson Mohawke, Arca, 88-Keys, Carlos Broady & Lunice) (Strange Fruit)	Track 7 from Kanye West's 2013 album Yeezus. Also released as a single the same year. Mixed by Noah Goldstein, Dave "Squirrel" Covell, Eric Lynn, Josh Smith, and Sean Oakley. Mastered by Vlado Meller and Mark Santangelo. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, Anthony Kilhoffer, Marc Portheau, Dave "Squirrel" Covell, David Rowland, Eric Lynn, Josh Smith, Kenta Yonesaka, Sean Oakley, and Damien Prost. Samples the songs "R U Ready" by TNGHT, "Strange Fruit" by Nina Simone, and "Snowflakes Are Dancing" by Isao Tomita. Interpolates the song "Down 4 My Niggaz" by Snoop Dogg.	5:59	Jun 18, 2013	Single	Yes	https://open.spotify.com/track/42GcjriRK6srwHkfbkBqVl?si=b2b225d19dc54894
Yeezus	Guilt Trip (feat. Kid Cudi) (prod. Kanye West, Noah Goldstein, MIKE DEAN, Travis Scott, Ackee Juice Rockers & S1)	Track 8 from Kanye West's 2013 album Yeezus. Features cello from Chris "Hitchcock" Chorney. Mixed by Noah Goldstein, Dave "Squirrel" Covell, Eric Lynn, Josh Smith, and Sean Oakley. Mastered by Vlado Meller and Mark Santangelo. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, MIKE DEAN, Anthony Kilhoffer, Marc Portheau, Brent Kolatalo, Dave "Squirrel" Covell, David Rowland, Eric Lynn, Josh Smith, Kenta Yonesaka, Sean Oakley, and Matt Arnold. Samples the song "Blocka" by Pusha T. Interpolates the song "Chief Rocka" by Lords Of The Underground.	4:03	Jun 18, 2013	Album Track	Yes	https://open.spotify.com/track/5nPOM0nFRAJ3XI8xCxNAzO?si=924a4046aa98411a
Yeezus	Send It Up [V1] (feat. King Louie) (prod. Kanye West, Noah Goldstein, Daft Punk, MIKE DEAN, Brodinski, Gesaffelstein & Arca)	Track 9 from Kanye West's 2013 album Yeezus. Mixed by Anthony Kilhofer, Dave "Squirrel" Covell, Eric Lynn, and Josh Smith. Mastered by Vlado Meller and Mark Santangelo. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, Andrew Dawson, Marc Portheau, Dave "Squirrel" Covell, and Sean Oakley. Samples the song "Memories" by Beenie Man.	2:58	Jun 18, 2013	Album Track	Yes	https://open.spotify.com/track/3RKblQNJs8HPvWBgXmq6nn?si=501e6d970ca94f37
Yeezus	Send It Up [V2] (feat. King Louie) (prod. Kanye West, Noah Goldstein, Daft Punk, MIKE DEAN, Brodinski, Gesaffelstein & Arca)	Apple Music version of "Send It Up" which cuts the instrumental out for the lines at the 1:30 mark.	2:58	Jun 18, 2013	Album Track	Yes	https://music.apple.com/dk/song/send-it-up/1440873347
Yeezus	Bound 2 (feat. Charlie Wilson) (prod. Kanye West, Noah Goldstein, MIKE DEAN, No I.D., Ché Pope & Eric Danchick) (Bound, Nobody To Love)	Track 10 from Kanye West's 2013 album Yeezus. Also released as a single the same year. Features guitar and bass from MIKE DEAN. Mixed by Manny Marroquin, Chris Galland, and Delbert Bowers. Mastered by Vlado Meller and Mark Santangelo. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, Anthony Kilhoffer, Marc Portheau, Chris Galland, and Delbert Bowers. Samples the songs "You Can Fly On My Aeroplane" by Wee, "Sweet Nothin's" by Brenda Lee, and "Bound" by Ponderosa Twins Plus One. Interpolates the song "Aeroplane (Reprise)" by Wee and dialogue from the show Martin.	3:49	Jun 18, 2013	Single	Yes	https://open.spotify.com/track/3sNVsP50132BTNlImLx70i?si=18fa7420bf3542c7
Yeezus	Bound 2 [Music Video] (feat. Charlie Wilson) (Bound, Nobody To Love)	Music video version including piano intro with Charlie Wilson.	4:13		Other	No	https://youtu.be/BBAtAM7vtgc
0 Album Track(s) 0 Single(s) 6 Feature(s) 20 Production 2 Other	Yeezus 2 (Lost Yeezus, New Yeezus)	(06/18/2013) (Yeezus officially releases) (07/16/2014) (Kanye begins hosting recording sessions while staying in Mexico)			After Rick Rubin and Kanye West cut down Yeezus to the final ten tracks, Kanye still saw potential in much of the cut material. Thus, shortly after Yeezus was released, an EP of leftovers titled Lost Yeezus was already being teased. The project then evolved into a full-fledged album of mostly new material, with Yeezus 2 acting as a codename before they could choose the last name. This project would develop into So Help Me God as the songs evolved.		
