Era	Name	Notes (Join the Discord to help fix any issues + help with dead links)	File Date	Leak Date	Full Length	BPM	Available Length	Quality	Link(s)
Yandhi [V1]	The Garden (feat. Carole Bayer Sager, Ty Dolla $ign & Ant Clemons) (We'll Find A Way, Garden, Pets)	Stems for a very early version of "The Garden".	Sep 23, 2018		3:00	77	OG File	Lossless	https://pillows.su/f/6a6a45be5bb2da1b80727f8fd3f4c361
Yandhi [V1]	The Garden (feat. Carole Bayer Sager, Ty Dolla $ign, Ant Clemons & The-Dream) (We'll Find A Way, Garden, Pets)	Stems for a further along version of "The Garden".	Oct 4, 2018		3:48	77	OG File	Lossless	https://pillows.su/f/517d50150fe109a5af0b923847a963c5
Yandhi [V1]	We Got Love (feat. Teyana Taylor & Ms. Lauryn Hill) (prod. Kanye West, BoogzDaBeast, E.VAX & MIKE DEAN)	Stems for the 09.18.18 version of "We Got Love".	Sep 18, 2018		3:41	121.5	OG File	Lossless	https://pillows.su/f/c53c69910a885a3ea3795f35e60e3da2
Yandhi [V1]	We Got Love (feat. Teyana Taylor & Ms. Lauryn Hill) (prod. Kanye West, BoogzDaBeast, E.VAX & MIKE DEAN)	Leaked stems for "We Got Love", identical to the 09.18.18 version with the exception of including a recording from a speech by Chicago mayoral candidate Amara Enyia at the end.	Sep 18, 2018		3:41	121.5	OG File	Lossless	https://pillows.su/f/9961509fba69be794704291b579ec930
Yandhi [V1]	XXX (feat. Kid Cudi, XXXTENTACION, Ty Dolla $ign, Ant Clemons & Francis and the Lights) (prod. Ronny J & MIKE DEAN) (Everything We Need, Jeet, Leave It In, The Storm, We Begin, We Begin After the Storm Inside)	Stems for the 10.04.18 version of "XXX" aka "The Storm".	Oct 4, 2018		3:41	117	OG File	Lossless	https://pillows.su/f/7e40fdbfa1469429768149710e0ce4f2
Yandhi [V1]	6ix9ine - Tekken (feat. Kanye West) (prod. Murda Beatz) (KANGA, Tekon)	Stems for a version of "Tekken", later turned into "Kanga" by 6ix9ine.	Sep 23, 2018		2:46	118	OG File	Lossless	https://pillows.su/f/d09a9cbfc64fc351992894087b1745f0
	Acapellas								
Yandhi [V1]	I Love It (feat. Lil Pump)	OG Filename: I LOVE IT MIKE JESS MIX 10 CLEAN ACCAPELLA Acapella for the clean release of "I Love It".	Sep 12, 2019		2:07	104	OG File	Lossless	https://pillows.su/f/be59b3217ea0e1d0bd64c2b561dfc5c4
Yandhi [V1]	I Love It (feat. Lil Pump)	OG Filename: LOVE IT MIKE JESS MIX 10 ACCAPELLA Acapella for the released "I Love It".	Sep 12, 2019		2:08	104	OG File	Lossless	https://pillows.su/f/742d1d3d8866295decea7acc8b5e5617
Yandhi [V1]	I Love It (Freaky Girl Edit) (feat. Lil Pump)	OG Filename: I LOVE IT MIKE JESS MIX 10 SUPERCLEAN REV 7 accapella 01-02 Acapella for the released "I Love It (Freaky Girl Edit)".	Sep 27, 2019		2:10	104	OG File	Lossless	https://pillows.su/f/eae2eb4f6d24199f73896decf9e0e4ad
Yandhi [V1]	I Love It (Freaky Girl Edit) (feat. Lil Pump)	OG Filename: I LOVE IT MIKE JESS MIX 10 SUPERCLEAN REV 3 MASTERED ACCAPELLA 01-02 Acapella for "I Love It (Freaky Girl Edit)" with alternate censoring.	Sep 14, 2019		2:07	104	OG File	Lossless	https://pillows.su/f/3e781ab05c8a81c370dff9f163b64c35
Yandhi [V1]	Last Name (Slave Name)	OG Filename: SM58-2 01 Acapella for a new freestyle of "Last Name". Metadata shows file was exported 2018-09-29 09:38:53AM.	Sep 29, 2018	Mar 17, 2024	3:54	82.6	OG File	Lossless	https://pillows.su/f/227814387695d5561d62e8296f5bafc8
Yandhi [V1]	New Body [6ix9ine Vocal Stem] (feat. 6ix9ine) (prod. Ronny J)	An acapella version of 6ix9ine's chorus on "New Body". Has a lot of empty room for the verses and beat and a Ronny J tag.			3:01	95	Full	CD Quality	https://pillows.su/f/2ddd612fe63755de475478229d67f611
	Instrumentals								
Yandhi [V1]	124th (prod. Brodinski)	OG Filename: 124th 120 Instrumental for one of the Yandhi freestyles, produced by Brodinski.			1:28	120	OG File	CD Quality	https://pillows.su/f/f2184f55a081041365cbd7ff7dca230f
Yandhi [V1]	124th (prod. Brodinski)	OG Filename: 01 Brodi - 124th More Cowbell Same as the above, but with more cowbells.			1:28	120	OG File	CD Quality	https://pillows.su/f/ef6173d19d12364e69dd2e7e1ecc31bc
Yandhi [V1]	AC4	Instrumental for "AC4".			1:00	130	Full	Lossless	https://pillows.su/f/5a96331c21067222c342ebcdfc9cd415
Yandhi [V1]	Alien  (feat. Ant Clemons) (Space X / Alien, Godzilla)	OG Filename: ALLIEN AD.2 chop mod ant intro Instrumental to Migos' version of "Alien", exact file found on Enya's 10.01.18 Yandhi tracklist.	Sep 29, 2018		3:30	139/130	OG File	CD Quality	https://pillows.su/f/1ae406b7d44c1735364b9326e57e60d6
Yandhi [V1]	Space X / Alien (Alien, Godzilla, Allien, ALN, Aliens)	Instrumental for the 09.28.18 version of "Alien".	Sep 28, 2018		3:30	139/130	Full	CD Quality	https://pillows.su/f/9eba8eeca15277b65548340fe90c6346
Yandhi [V1]	Space X / Alien (feat. Ant Clemons) (Alien, Godzilla, Allien, ALN, Aliens)	Open verse version of "Space X / Alien".	Oct 4, 2018		3:30	139/130	Full	CD Quality	https://pillows.su/f/a603cb26a680db25910fce516d4cbf2e
Yandhi [V1]	All Blue Don C's (prod. Jeff) (Strapped Steph Curry, All New Don C's)	Instrumental for the 9.22.18 version of "All Blue Don C's".	Sep 22, 2018		2:38	135	Full	CD Quality	https://pillows.su/f/eaec35e160bf7cbd1d3deb7751544956
Yandhi [V1]	Bad People (prod. Kanye West, BoogzDaBeast & Noah Goldstein) (White Label)	OG Filename: Bad People INST 6.14.18  Instrumental for a version of "Bad People".	Jun 14, 2018		3:40	76	OG File	High Quality	https://pillows.su/f/ba76e52173c3ff5efb87a136c6d80625
Yandhi [V1]	Bellair (prod. FnZ & Ronny J) (Bye Bye Baby, Big Booty Bitch)	OG Filename: Bellair_znf Instrumental for the first version of "Bye Bye Baby" before vocals were recorded for the song.			2:11	84	OG File	CD Quality	https://pillows.su/f/1458a155200128f03f39eb740bdefecb
Yandhi [V1]	Bye Bye Baby (prod. Ronny J) (Bellair, Big Booty Bitch)	Instrumental for the 09.27.18 version of "Bye Bye Baby".	Sep 27, 2018		2:14	84	OG File	CD Quality	https://pillows.su/f/d7bacee068e213cceebc83560ad5d403
Yandhi [V1]	Bye Bye Baby (prod. Ronny J & E.VAX) (Bellair, Big Booty Bitch)	Instrumental for the 10.01.18 version of "Bye Bye Baby", produced by E.VAX.	Oct 1, 2018		2:22	84	OG File	CD Quality	https://pillows.su/f/cf2d7ce6dc0e231eb80e4da14457e003
Yandhi [V1]	Bye Bye Baby (prod. Ronny J & E.VAX) (Bellair, Big Booty Bitch)	Same as the above, but dated 10.04.18.	Oct 4, 2018		2:22	84	OG File	CD Quality	https://pillows.su/f/651d515da49cb1b7c1a6c240dad585ae
Yandhi [V1]	Exctacty (prod. Kanye West & Andrew Dawson) (XTCY, Extacy)	OG Filename: Exctacty 08.10.18 INSTRUMENTAL Instrumental for "Exctacty" bounced in August 10th, 2018.	Aug 10, 2018	May 18, 2024	3:00	94	OG File	CD Quality	https://pillows.su/f/63e9cbb74fb2c5e65fa4a64b4c9ef960
Yandhi [V1]	Hurricane (prod. BoogzDaBeast & Ronny J) (80 Degrees, Hurricane, Don't Let Me Down)	OG Filename: Hurricane 09.23.18 [INST 157.6bpm] Instrumental for the 09.23.18 version of "Hurricane".	Sep 23, 2018		4:21	157.6	OG File	CD Quality	https://pillows.su/f/f75699594ef3707f9e839e33e5f57396
Yandhi [V1]	Hurricane (prod. BoogzDaBeast & Ronny J) (80 Degrees, Hurricanes, Don't Let Me Down)	OG Filename: Hurricane 09.30.18 [INST] Instrumental for the 09.30.18 version of "Hurricane".	Sep 30, 2018		4:27	157.6	OG File	CD Quality	https://pillows.su/f/a71328caa3e93d6b4e7853d634792adc
Yandhi [V1]	I Love It (Freaky Girl Edit)	OG Filename: I LOVE IT MIKE JESS MIX 10 SUPERCLEAN REV 7 instrumental 03-03 Instrumental for "I Love It".	Sep 27, 2019		2:05	104	OG File	Lossless	https://pillows.su/f/51e2b6481f58151e899d8a025b91ed30
Yandhi [V1]	I Love It	OG Filename: I LOVE IT MIKE JESS MIX 10 INSTRUMENTAL Instrumental for "I Love It".	Sep 12, 2019		2:07	104	OG File	Lossless	https://pillows.su/f/57f5ea3569f112f86bc4f451d83bc70b
Yandhi [V1]	Wally Wilder (prod. BoogzDaBeast & MIKE DEAN) (Last Name, Slave Name)	OG Filename: BOOGZ and MIKE DEAN Beat md _wally wilder refernce mix First version of the instrumental for the song.			3:38	82.6	OG File	CD Quality	https://pillows.su/f/e98d9b6615de8c9d5d5547b5135ffc05
Yandhi [V1]	Last Name (prod. BoogzDaBeast, MIKE DEAN & Francis and the Lights) (Slave Name)	Instrumental for the 09.22.18 version.	Sep 22, 2018		4:38	82.6	OG File	CD Quality	https://pillows.su/f/7e12dd213b3d17a0020ac509d4b8ca4a
Yandhi [V1]	Last Name (prod. BoogzDaBeast, MIKE DEAN & Francis and the Lights) (Slave Name)	Instrumental for an unknown version. Has different drums. Snippet leaked 7/27/24.				82.6	Snippet	High Quality	https://pillows.su/f/5854d2ba1a171afd89d5daad56425994
Yandhi [V1]	New Body (prod. Ronny J)	Instrumental for the 09.24.18 version of "New Body".	Sep 24, 2018		3:01	95	OG File	CD Quality	https://pillows.su/f/dafa990ab59d5d41b619ed6b4b5afb8d
Yandhi [V1]	Sky City (prod. James Royo & MIKE DEAN) (City in the Sky, Ooh Child)	Open verse for the 09.29.18 version of "Sky City".	Sep 29, 2018		3:47	79	OG File	CD Quality	https://pillows.su/f/fd58478b125ca27a8636dee81249efb2
Yandhi [V1]	The Chakra (I Love It (Remix), Chakras, HYPE AF, Selah, Good Morning)	Instrumental for the 9.22.18 version of "The Chakra".	Sep 22, 2018		2:09	130	OG File	Lossless	https://pillows.su/f/39156ae7fcbf8a563e1bdcc048a20c13
Yandhi [V1]	The Garden (We'll Find A Way, Garden, Pets)	OG Filename: THE GARDEN Pets jam2A jl 9-7 Cut down version of the "Pets" jam that was used as a base for "The Garden". 	Sep 7, 2018		3:00	77	OG File	CD Quality	https://pillows.su/f/1fd7f86d97ec1725fc29a3fd0b256d33
Yandhi [V1]	The Garden (feat. Ant Clemons) (We'll Find A Way, Garden, Pets)	Instrumental for Garden dated 10.04.18. Has Ant Clemons vocals halfway through that probably didn't get muted when bouncing the file.	Oct 4, 2018		3:50	76	OG File	CD Quality	https://pillows.su/f/c888ee5743b85749679e4b01e1b5c76e
Yandhi [V1]	The Storm (prod. Ronny J) (Everything We Need, Jeet, Leave It In, XXX, We Begin, We Begin After the Storm Inside)	Instrumental for the 9.22.18 version of "The Storm".	Sep 22, 2018		2:31	117	OG File	CD Quality	https://pillows.su/f/39c2fc1cc32afdf73b80da6b94d8f2bd
Yandhi [V1]	XXX (prod. Ronny J & MIKE DEAN) (Everything We Need, Jeet, Leave It In, The Storm, We Begin, We Begin After the Storm Inside)	Instrumental for the 10.04.18 version of "The Storm".	Oct 4, 2018		3:02	117	OG File	CD Quality	https://pillows.su/f/275bd2e347b832cea47417e563b31f39
Yandhi [V1]	We Got Love (prod. Kanye West, BoogzDaBeast, E.VAX & MIKE DEAN)	Instrumental for "We Got Love".	Sep 23, 2018		3:41	121.5	OG File	CD Quality	https://pillows.su/f/2943e3160e148cbe81f875222f3f287c
Yandhi [V1]	6ix9ine - MAMA (prod. Murda Beatz & Sool Got Hits)	Instrumental to 'MAMA' by 6ix9ine featuring Nicki Minaj & Kanye West. Instrumental is a from a demo.			1:42	160	OG File	CD Quality	https://pillows.su/f/0f51b141e6c780550f79482e868e3c12
Yandhi [V1]	6ix9ine - Tekken  (prod. Murda Beatz) (KANGA, Tekon)	Leaked instrumental for the 09.08.18 version of "Tekken".	Sep 8, 2018		2:48	118	OG File	CD Quality	Link Needed
Yandhi [V1]	6ix9ine - Tekken  (prod. Murda Beatz) (KANGA, Tekon)	Instrumental for the 09.09.18 version of "Tekken".	Sep 9, 2018		2:04	118	OG File	High Quality	https://pillows.su/f/48c90289c3e1bcfeb06ebf251b47c5c6
	Live Stems								
Yandhi [V1]	Ghost Town (Live at SNL) (feat. Kid Cudi & 070 Shake)	Leaked stems for the SNL performance of "Ghost Town".			3:14	83.4	OG File	Lossless	https://pillows.su/f/ea9f8befb9d578e53b2a1e304c59a0d9
Yandhi [V1]	I Love It (Live at SNL) (feat. Lil Pump)	Leaked stems for the SNL performance of "I Love It". Includes alternate censored lyrics.			2:26	104	OG File	Lossless	https://pillows.su/f/c310cc7343b1f6775bf7b511e22d45c9
Yandhi [V1]	We Got Love (Live at SNL) (feat. Teyana Taylor)	Leaked stems for the SNL performance of "We Got Love".			4:15	121.525	OG File	Lossless	https://pillows.su/f/69ff4b8128056e0f75744d0a4a8ed12f
	TV Tracks								
Yandhi [V1]	I Love It (feat. Lil Pump)	OG Filename: LOVE IT MIKE JESS MIX 10 EXPLICIT TV TRACK TV track for "I Love It".	Sep 12, 2018		2:08	104	OG File	Lossless	https://pillows.su/f/7c5e912ba47976cd972cec071cd158d3
Yandhi [V1]	I Love It (feat. Lil Pump)	OG Filename: I LOVE IT MIKE JESS MIX 10 SUPERCLEAN REV 7 MASTERED TV TRACK TV track for "I Love It".	Sep 27, 2018		2:06	104	OG File	Lossless	https://pillows.su/f/f31d9992e200c481509f6946a10a0e52
Yandhi [V1]	I Love It (feat. Lil Pump)	OG Filename: I LOVE IT MIKE JESS MIX 10 SUPERCLEAN REV 7 MASTERED TV NO PUMP NO YE LEADS OR COMEDY 05-02 TV track for "I Love It".	Sep 28, 2018		2:06	104	OG File	Lossless	https://pillows.su/f/557357f945a1a110f7426c67faa36c38
Yandhi [V1]	I Love It (feat. Lil Pump)	OG Filename: I LOVE IT MIKE JESS MIX 10 SUPERCLEAN REV 7 MASTERED TV NO PUMP NO YE LEADS TV track for "I Love It".	Sep 28, 2018		2:05	104	OG File	Lossless	https://pillows.su/f/a5a08a7f3dd9e72641d970d9cd3598ff
Yandhi [V1]	We Got Love (feat. Teyana Taylor & Ms. Lauryn Hill) (prod. Kanye West, BoogzDaBeast, E.VAX & MIKE DEAN)	OG Filename: WE GOT LOVE MIKE DEAN JESS MIX 1 rough tv track (mix not finished last note optional) TV track for "We Got Love".	Sep 27, 2018		3:59	121.525	OG File	Lossless	https://pillows.su/f/273f26a4c10d13050d97dcae58c3dbd3
Yandhi [V1]	We Got Love (feat. Teyana Taylor & Ms. Lauryn Hill) (prod. Kanye West, BoogzDaBeast, E.VAX & MIKE DEAN)	OG Filename: WE GOT LOVE TV TRACK NO LEADS TV track for "We Got Love".	Sep 28, 2018		3:59	121.525	OG File	Lossless	https://pillows.su/f/cc7a06b3a069b876e7bd0503dd8cf7f9
Yandhi [V1]	We Got Love (feat. Teyana Taylor & Ms. Lauryn Hill) (prod. Kanye West, BoogzDaBeast, E.VAX & MIKE DEAN)	OG Filename: WE GOT LOVE TV TRACK WITH TEYANA LEADS ONLY TV track for "We Got Love". Has only Teyana Taylor's leads.	Sep 28, 2018		3:59	121.525	OG File	Lossless	https://pillows.su/f/e155b5652f7fad0c53934b6e219bf48c
	Yandhi [V2]	#REF!		#REF!	#REF!				
	Stem Player Stems								
Yandhi [V2]	The Garden (feat. Slim, Sunday Service Choir & Ty Dolla $ign)	Version of "The Garden" intended for release on the Stem Player.		Dec 12, 2024	1:26	112	Full	High Quality	https://pillows.su/f/87591f042a1d6664f84ef92cca85bcde
	Sessions								
Yandhi [V2]	All Dreams Real (prod. Calabasas & Team Timbo) (Dreams, Are Dreams Real)	Session containing full beat stems for "All Dreams Real" from March 7th 2019.	Mar 7, 2019		3:34	80.5	OG File	Lossless	https://pillows.su/f/25805c8e918adefb0ca387a58832713a
Yandhi [V2]	Cash To Burn (prod. AllDay, Timbaland, Team TImbo, Andy C & BoogzDaBeast)	OG Filename: Jam 4 (Cash To Burn) BEAT-1 Project Session/Stems (not known yet) seen on a leaked Consequence photo.				85.1	Confirmed	Not Available	https://ibb.co/ZpCXGHxr
Yandhi [V2]	Cash To Burn (prod. AllDay, Timbaland, Team TImbo, Andy C & BoogzDaBeast)	OG Filename: Cash to Burn VOX Project Session/Stems (not known yet) seen on a leaked Consequence photo.				85.1	Confirmed	Not Available	https://ibb.co/ZpCXGHxr
Yandhi [V2]	YNW Melly - Mixed Personalities (prod. BoogzDaBeast, C-ClipBeatz & Timbaland)	The full stem session for a version of "Mixed Personalities". Previously thought to be lost, the stems were re-leaked in June 2022. Also includes a version from November 27th 2019.	Dec 13, 2018			150	OG File	Lossless	https://pillows.su/f/20be69d0e5bda12c431407459c16891d https://drive.google.com/drive/folders/1yh_upGWt4mTeXqwXuT_WWS4-51evUIZW?usp=sharing
	Studio Stems								
Yandhi [V2]	Aliens (feat. Ant Clemons) (prod. Timbaland, Team Timbo & BoogzDaBeast) (Space X / Alien, Godzilla)	Stems for "Aliens" that leaked alongside the song.	Dec 21, 2018		2:23	139 & 130	OG File	Lossless	https://pillows.su/f/81064fe13ffd540361cb96e3e67527a9
Yandhi [V2]	Aliens [Beat Stems] (Space X / Alien, Godzilla, Alien)	OG Filename: Aliens (New Drums 02.26.2019) Beat stems for a version of "Aliens" from February 2019, with different drums.	Feb 26, 2019	Jun 27, 2022	2:27	130	OG File	Lossless	https://pillows.su/f/a2ee92d366312b8aba8c6e38954bd16b
Yandhi [V2]	All Dreams Real (prod. Calabasas & Team Timbo) (Dreams, Are Dreams Real)	Stems for "All Dreams Real". Comprised of the acapella, instrumental, adlibs, and some effects.	Dec 21, 2018		3:18	80.5	OG File	Lossless	https://pillows.su/f/6ae01f54978c0c03a517de84e2706ccc
Yandhi [V2]	Bipolar (prod. Wheezy) (Go2DaMoon)	OG Filename: ye ' BIPOLAR stems Original version of "Go2DaMoon", originating within the Wyoming sessions.	Dec 18, 2018		2:10	147	OG File	Lossless	https://pillows.su/f/91662a8af07043274172d36848bedcbd
Yandhi [V2]	Cash To Burn (ref. Ant Clemons) (prod. AllDay, Timbaland, Team TImbo, Andy C & BoogzDaBeast)	Stems for "Cash To Burn" that leaked alongside the song.	Dec 20, 2018		2:21	85.1	OG File	Lossless	https://pillows.su/f/59b40bf74868f62f3e57a20e269f16d7
Yandhi [V2]	Freak (ref. Ant Clemons) (prod. Timbaland, Team Timbo, Federico Vindver, Andy C & BoogzDaBeast)	OG Filename: FREAKS Timbaland TeamTimbo Boogz 12.20.18 105bpm Stems for "Freak" leaked as a bonus for the JESUS IS KING Bundle groupbuy. Sample is included in the acapella stem, but can be inverted for clean Ant Clemons acapella.	Dec 20, 2018		2:05	105	OG File	Lossless	https://pillows.su/f/a2933fe197dab68c398f3ea9967312eb
Yandhi [V2]	Home (ref. Ant Clemons) (prod. BoogzDaBeast, FnZ, Mickey Alexander, Team Timbo & Timbaland) (Follow The Light)	OG Filename: Home Timbaland TeamTimbo Boogz 138bpm 12.21.18 Stems for "Home" leaked as a bonus for the JESUS IS KING Bundle groupbuy.	Dec 21, 2018		2:29	138	OG File	Lossless	https://pillows.su/f/ad00dff198b514cfed62155d4311ece0
Yandhi [V2]	Law Of Attraction (feat. Ant Clemons) (prod. DRTWRK, Team Timbo, BoogzDaBeast & Ant Clemons) (You Don't Know, Bad Taste, Use This Gospel, Breastplate Of Righteousness, Breastplate Of Right, Grab Your Armour For Protection)	Stems for "Law Of Attraction" that leaked alongside the song.	Dec 21, 2018		3:21	148	OG File	Lossless	https://pillows.su/f/d4b2f14af287db6befd208439cc1af86
Yandhi [V2]	Selah (feat. Sunday Service Choir)	OG Filename: Seleh 130bpm - Stems 02.25.19 Stems for "Selah" leaked as part of the JESUS IS KING Bundle groupbuy.	Feb 25, 2019		3:13	130	OG File	Lossless	https://pillows.su/f/54f61c7caa0141baa6b8fe7d3ad971e7
Yandhi [V2]	Spread Your Wings (prod. AllDay, Timbaland, Team Timbo, BoogzDaBeast & Andy C) (Spread My Wings, Off The Meds, Get Back)	Stems for "Spread Your Wings" that leaked alongside the song.	Dec 21, 2018		2:32	74.1	OG File	Lossless	https://pillows.su/f/e624241f7f9f1baa612a72c1f1c1a299
Yandhi [V2]	The Storm (feat. XXXTENTACION, Ty Dolla $ign, Ant Clemons & Francis and the Lights) (prod. FnZ, E.VAX, Ronny J, MIKE DEAN, Team Timbo & Timbaland) (Everything We Need, Jeet, Leave It In, XXX, We Begin, We Begin After the Storm Inside)	Stems for "The Storm" that leaked alongside the song. You can faintly hear the instrumental to "Yes Indeed" by Lil Baby on XXXTENTACION's acapella, proving that his verse originated as a "Yes Indeed" freestyle.	Dec 21, 2018		2:48	117	OG File	Lossless	https://pillows.su/f/8655faeaed7a39718f3713aa783300d5
	Acapellas								
Yandhi [V2]	Echelon	OG Filename: (8751) DRT ECHELON 130bpm (Kosine) ACC. Acapella for "Echelon".	Dec 19, 2018		5:02	130	OG File	Lossless	https://pillows.su/f/983c245dfd311deb46d4e67857adaf4b
Yandhi [V2]	lifeoftheloop (Life Of The Party)	OG Filename: IMG_4249 Acapella from a mumble "Life Of The Party" version. Individual left + right files have been combined.	Apr 5, 2019		2:42	79	Full	Lossless	https://pillows.su/f/40d2bbc284e6376c310f70b5cfafd977
Yandhi [V2]	Photo	OG Filename: Kanye 1-Photo 84BPM (Kanye 1-Photo 84BPM vox) Full acapella to "Photo". Leaked after a successful JoeBuy for the Fya Man ref for "Flowers".			2:28	84	OG File	Lossless	https://pillows.su/f/5f837528cc6a0b2dda97f4880f9679bd
Yandhi [V2]	Soul Children (Thank You)	OG Filename: Boogz x Ye - Soul Children acca - stem Acapella for "Soul Children" leaked as a part of the JESUS IS KING Bundle groupbuy.	Apr 6, 2019		3:23	124	OG File	Lossless	https://pillows.su/f/4847ac5b614eb8786b72bfd0e79d7cde
Yandhi [V2]	The Garden [Alternate Slim Vocal Stem] (feat. Slim, Sunday Service Choir & Ty Dolla $ign)	OG Filename: The Garden 106 - Slim BG Stem w oooh Full acapella for Slim's background vocals in "The Garden" with the "Oohs" grouped in leaked as a part of the JESUS IS KING Bundle groupbuy.	Mar 29, 2019		1:30	106	OG File	Lossless	https://pillows.su/f/61043353c84126ade4d25909bf2e3910
Yandhi [V2]	The Garden [Slim Vocal Stem] (feat. Slim, Sunday Service Choir & Ty Dolla $ign)	OG Filename: The Garden 106 - Slim BG Stem Acapella for Slim's background vocals in "The Garden" leaked as a part of the JESUS IS KING Bundle groupbuy.	Mar 29, 2019		1:30	106	OG File	Lossless	https://pillows.su/f/bf86b0682948eacfd1209a90491d5c3a
Yandhi [V2]	The Garden [Ty Dolla $ign Vocal Stem] (feat. Slim, Sunday Service Choir & Ty Dolla $ign)	OG Filename: Ty Chop w FX Acapella for the two seconds of Ty Dolla $ign vocals on the March 2019 version of "The Garden".	Apr 3, 2019		1:30	106	OG File	Lossless	https://pillows.su/f/846538f664a80a36f894c6c6ff6f366b
Yandhi [V2]	YNW Melly - Mixed Personalities (feat. Kanye West)	Full acapella to "Mixed Personalities" by YNW Melly.			3:48	150	Full	High Quality	https://pillows.su/f/565369abbd4cc4d2326498e9dba881a2
	Instrumentals								
Yandhi [V2]	Biscanye	OG Filename: (8485) INST. Biscanye 6 132bpm Instrumental for "Biscanye".	Dec 16, 2018		1:56	132	OG File	Lossless	https://pillows.su/f/a07741972a391bf984720ead4100388f
Yandhi [V2]	Christ	Instrumental for "Christ". Seemingly different/more developed version that one that leaked.			0:36	160	OG File	Lossless	https://pillows.su/f/ee6d3c281196c304e1db4a1a3b45f6cc Lossless Needed
Yandhi [V2]	Echelon (prod. Timbaland, Kosine & Drtwrk)	OG Filename: (8751) INST. DRT ECHELON 130bpm Instrumental for "Echelon". Possibly instrumental for V1 as opposed to version that leaked	Dec 16, 2018		1:58	130	OG File	Lossless	https://pillows.su/f/88ed98b59d3c0a365207fbb4a5e69e1b
Yandhi [V2]	Echelon (prod. Timbaland, Kosine & Drtwrk)	OG Filename: (8751) DRT ECHELON 130bpm (Kosine) INST. Another instrumental for "Echelon".	Dec 19, 2018		5:02	130	OG File	Lossless	https://pillows.su/f/46065b02cb0ae60d49ce3e7ee8fb2976
Yandhi [V2]	End Of It	Sounds a little more finished than leaked version.			1:39	126	OG File	Lossless	https://pillows.su/f/848634da06cca1c663c42c2764c36845
Yandhi [V2]	Heights	OG Filename: (8755) HEIGHTS MIA INST. 142bpm Instrumental for "Heights".	Dec 16, 2018		2:15	142	OG File	Lossless	https://pillows.su/f/31a9b9686c061eab7bee2f8e54c43367
Yandhi [V2]	Hold Me Down	OG Filename: Hold Me Down INST. (Tom Raider 6 87.59bpm) Instrumental for "Hold Me Down".	Dec 16, 2018		1:30	87.59	OG File	Lossless	https://pillows.su/f/ad4f2c7e6faeeadf000d98d106dc78fe
Yandhi [V2]	Homestead	OG Filename: (8759) HOMESTEAD MIA INST. 146bpm Instrumental for "Homestead".	Dec 16, 2018		1:45	146	OG File	Lossless	https://pillows.su/f/c2dd068f76b27ff7af831ba8319aa769
Yandhi [V2]	IG	OG Filename: (8496) IG INST. - 10 RUN 1 132bpm Instrumental for "IG".	Dec 16, 2018		2:32	132	OG File	Lossless	https://pillows.su/f/b70a07310c57de6076d741e26beaa650
Yandhi [V2]	Joyride	OG Filename: (9107) Joyride 11 INST. 116bpm Instrumental for "Joyride".	Dec 16, 2018		2:12	116	OG File	Lossless	https://pillows.su/f/b9ad9eeda859e35cc3ecc3f2c7f2ffbb
Yandhi [V2]	Ozark (prod. Timbaland) (Ozarka)	Instrumental for "Ozark". Seemingly more developed than other versions.			1:03	137	OG File	Lossless	https://pillows.su/f/45f2fe28323e24a160bf53c6b09d54d3
Yandhi [V2]	Photo (prod. Timbaland)	OG Filename: Kanye 1-Photo 84BPM (Kanye 1-Photo 84BPM BEAT) Full instrumental to "Photo". Leaked after a successful JoeBuy.			2:28	84	OG File	Lossless	https://pillows.su/f/55cbad8c78579753de1e41485e308800
Yandhi [V2]	Soul Children (prod. BoogzDaBeast) (Thank You)	OG Filename: Boogz x Ye - Soul Children inst - stem Instrumental for "Soul Children" leaked as a part of the JESUS IS KING Bundle groupbuy.	Apr 6, 2019		3:23	124	OG File	Lossless	https://pillows.su/f/f1b07d8ecd1dc23a1d5f89fd7187d60b
Yandhi [V2]	Timbaland Freestyle 3 (prod. Timbaland)	OG Filename: (8497) INST. Tim x Angel bagg new 134bpm Instrumental from late Yandhi sessions for a song featuring YNW Melly.	Dec 16, 2018		2:37	134	OG File	Lossless	https://pillows.su/f/8ce382eab95abfea1b9f4b37e604e47a
Yandhi [V2]	Tom Raider 2	OG Filename: (8503) INST. Tom Raider 2 97.5bpm Instrumental for "Tom Raider 2".	Dec 16, 2018		2:27	97.5	OG File	Lossless	https://pillows.su/f/ab062fb7f7482f839d195f8ee7e73ec0
Yandhi [V2]	Tom Raider 4	OG Filename: (video 8502) INSTR. tom raider 4 86.86bpm Instrumental for "Tom Raider 4".	Dec 16, 2018		1:03	86.86	OG File	Lossless	https://pillows.su/f/feff4a22be453ac6c0fff83e8b6467e5
Yandhi [V2]	YNW Melly - Mixed Personalities (prod. C-ClipBeatz)	Full instrumental to "Mixed Personalities" by YNW Melly. Uploaded to Hipstrumentals.			3:48	150	Full	CD Quality	https://pillows.su/f/a7f3e438655e631866089eaa57877821
	JESUS IS KING (Christ Jesus)	#REF!		#REF!	#REF!				
	Stem Player Stems								
JESUS IS KING	JESUS IS KING	Official 4 track JESUS IS KING stems from the Stem Player.			27:04	Varied	Full	Lossless	https://pillows.su/f/225b9922d54efa65d4c6fff680bb67d9
